,conf_label,title,country,location,main_subject,start_time,end_time,series_label,series_short_name,beginnings,WikiCFP_identifier,DBLP_identifier,in_proceedings.com
"5683,""13th International Conference on Electrical Engineering, Computing Science and Automatic Control, CCE 2016, Mexico City, Mexico, September 26-30, 2016"",""13th International Conference on Electrical Engineering, Computing Science and Automatic Control"",Mexico,Mexico City,electrical engineering,26.09.2016,30.09.2016,""International Conference on Electrical Engineering, Computing Science and Automatic Control"",CCE,,386.0,conf/iceee,1"
3104,ICWSM 2021,,,,,,,International AAAI Conference on Web and Social Media,ICWSM,,1513.0,conf/icwsm,1
"7481,""18th USENIX Conference on File and Storage Technologies, FAST 2020, Santa Clara, CA, USA, February 24-27, 2020"",18th USENIX Conference on File and Storage Technologies,United States of America,Santa Clara,,24.02.2020,27.02.2020,USENIX Conference on File and Storage Technologies,FAST,,1011.0,conf/fast,1"
3100,The 17th Annual Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,,United States of America,Minneapolis,natural language processing,02.06.2019,07.06.2019,Human Language Technology: Conference of the North American Chapter of the Association of Computational Linguistics,HLT-NAACL,,2170.0,conf/naacl,1
7342,2021 IEEE 46th Conference on Local Computer Networks,2021 IEEE 46th Conference on Local Computer Networks (LCN),,,,04.10.2021,07.10.2021,Conference on Local Computer Networks,LCN,1976.0,1947.0,conf/lcn,1
"620,""of 34th International Conference on Computers and Their Applications, CATA 2019, Honolulu, Hawaii, USA, March 18-20, 2019"",of 34th International Conference on Computers and Their Applications,United States of America,Honolulu,,18.03.2019,20.03.2019,International Conference on Computers and Their Applications,CATA,,371.0,conf/cata,1"
"3686,""16th IEEE/ACIS International Conference on Computer and Information Science, ICIS 2017, Wuhan, China, May 24-26, 2017"",16th IEEE/ACIS International Conference on Computer and Information Science,People's Republic of China,Wuhan,,24.05.2017,26.05.2017,IEEE/ACIS International Conference on Computer and Information Science,ICIS,,1393.0,conf/ACISicis,1"
"7289,IJCNLP 2015,""7th International Joint Conference on Natural Language Processing, IJCNLP 2015"",People's Republic of China,Beijing,,26.07.2015,31.07.2015,International Joint Conference on Natural Language Processing,IJCNLP,2004.0,1572.0,conf/ijcnlp,1"
"706,""13th International Conference on Network and Service Management, CNSM 2017, Tokyo, Japan, November 26-30, 2017"",13th International Conference on Network and Service Management,Japan,Tokyo,,26.11.2017,30.11.2017,Conference on Network and Service Management,CNSM,,518.0,conf/cnsm,1"
"3951,""2015 Asia-Pacific Software Engineering Conference, APSEC 2015, New Delhi, India, December 1-4, 2015"",2015 Asia-Pacific Software Engineering Conference,India,New Delhi,software engineering,01.12.2015,04.12.2015,Asia-Pacific Software Engineering Conference,APSEC,1994.0,205.0,conf/apsec,1"
"5659,""2018 Thirteenth International Conference on Digital Information Management (ICDIM), Berlin, Germany, September 24-26, 2018"",2018 Thirteenth International Conference on Digital Information Management,Germany,Berlin,,24.09.2018,26.09.2018,International Conference on Digital Image Computing: Techniques and Applications,DICTA,,710.0,conf/dicta,1"
"3871,""21st IEEE International Conference on Embedded and Real-Time Computing Systems and Applications, RTCSA 2015, Hong Kong, China, August 19-21, 2015"",21st IEEE International Conference on Embedded and Real-Time Computing Systems and Applications,People's Republic of China,Hong Kong,,19.08.2015,21.08.2015,IEEE International Conference on Embedded and Real-Time Computing Systems and Applications,RTCSA,,2510.0,conf/rtcsa,1"
"1447,""Fourth International Conference on Frontier of Computer Science and Technology, FCST 2009, Shanghai, China, 17-19 December, 2009"",Fourth International Conference on Frontier of Computer Science and Technology,People's Republic of China,Shanghai,computer science,17.12.2009,19.12.2009,Frontier of Computer Science and Technology,FCST,,1021.0,conf/fcst,1"
7648,47th International Conference on Very Large Data Bases,47th International Conference on Very Large Data Bases,Denmark,Copenhagen,,16.08.2021,20.08.2021,International Conference on Very Large Data Bases,,1975.0,2954.0,conf/vldb,1
"972,""19th International Conference on Information Visualisation, IV 2015, Barcelona, Spain, July 22-24, 2015"",19th International Conference on Information Visualisation,Spain,Barcelona,,22.07.2015,24.07.2015,International Conference on Information Visualisation,IV,1997.0,1803.0,conf/iv,1"
"686,""Seventh International Conference on Creating, Connecting and Collaborating through Computing, C<sup>5</sup> 2009, Kyoto, Japan, 19-22 January 2009"",""Seventh International Conference on Creating, Connecting and Collaborating through Computing, C<sup>5</sup> 2009"",Japan,Kyoto,,19.01.2009,22.01.2009,""Conference on Creating, Connecting and Collaborating through Computing"",C5,,335.0,conf/c5,1"
