,conf_label,title,country,location,main_subject,start_time,end_time,series_label,series_short_name,beginnings,WikiCFP_identifier,DBLP_identifier,in_proceedings.com
"2581,""25th International Conference on Program Comprehension, ICPC 2017, Buenos Aires, Argentina, May 22-23, 2017"",25th International Conference on Program Comprehension,Argentina,Buenos Aires,,22.05.2017,23.05.2017,IEEE International Conference on Program Comprehension,ICPC,,1444.0,conf/iwpc,1"
"7835,""19th International Conference on Telecommunications, ICT 2012, Jounieh, Lebanon, April 23-25, 2012"",19th International Conference on Telecommunications,Lebanon,Jounieh,information and communications technology,23.04.2012,25.04.2012,International Conference on Telecommunications,ICT,,1485.0,conf/ict,1"
"6215,""23rd Annual Network and Distributed System Security Symposium, NDSS 2016, San Diego, California, USA, February 21-24, 2016"",23rd Annual Network and Distributed System Security Symposium,United States of America,San Diego,,21.02.2016,24.02.2016,Network and Distributed System Security Symposium,NDSS,,2186.0,conf/ndss,1"
"3910,""36th Annual IEEE Computer Software and Applications Conference, COMPSAC 2012, Izmir, Turkey, July 16-20, 2012"",36th Annual IEEE Computer Software and Applications Conference,Turkey,İzmir,,16.07.2012,20.07.2012,Annual International Computer Software and Applications Conference,COMPSAC,,548.0,conf/compsac,1"
6842,18th International Conference on Web Information Systems and Technologies,18th International Conference on Web Information Systems and Technologies,Malta,Valletta,,25.10.2022,27.10.2022,Web Information Systems and Technologies,WebIST,2005.0,3035.0,conf/webist,1
"7312,VR 2011,""IEEE Virtual Reality Conference 2011, VR 2011"",Singapore,Singapore,,19.03.2011,23.03.2011,Virtual Reality and 3D User Interfaces,VR,,2970.0,conf/vr,1"
"3975,""17th IEEE Asian Test Symposium, ATS 2008, Sapporo, Japan, November 24-27, 2008"",17th IEEE Asian Test Symposium,Japan,Sapporo,,24.11.2008,27.11.2008,Asian Test Symposium,ATS,,254.0,conf/ats,1"
"6613,""14th International Conference on Hybrid Intelligent Systems, HIS 2014, Kuwait, December 14-16, 2014"",14th International Conference on Hybrid Intelligent Systems,Kuwait,Kuwait City,,14.12.2014,16.12.2014,International Conference on Hybrid Intelligent Systems,HIS,,1196.0,conf/his,1"
8061,ISMB 2006,,,Fortaleza,,,,Intelligent Systems for Molecular Biology,ISMB,,1726.0,conf/ismb,1
"2182,""24th Asia-Pacific Software Engineering Conference, APSEC 2017, Nanjing, China, December 4-8, 2017"",24th Asia-Pacific Software Engineering Conference,People's Republic of China,Nanjing,software engineering,04.12.2017,08.12.2017,Asia-Pacific Software Engineering Conference,APSEC,1994.0,205.0,conf/apsec,1"
